order_id,customer_id,employee_id,order_date,channel
778,49,,2025-04-22,Meta Ads
779,556,,2025-04-23,Affiliate
780,591,,2025-04-23,Affiliate
781,177,20,2025-04-23,Meta Ads
782,687,,2025-04-24,Referral
783,454,15,2025-04-24,Organic Search
784,271,,2025-04-24,Google Ads
785,314,24,2025-04-24,Referral
786,768,21,2025-04-24,Google Ads
787,420,24,2025-04-25,Affiliate
788,848,,2025-04-25,Email
789,412,19,2025-04-25,Affiliate
790,392,22,2025-04-25,Google Ads
791,177,20,2025-04-25,Meta Ads
792,782,16,2025-04-26,Email
793,74,23,2025-04-26,Email
794,845,25,2025-04-26,Organic Search
795,10,19,2025-04-26,Meta Ads
796,452,,2025-04-26,Referral
797,572,,2025-04-26,Organic Search
798,836,14,2025-04-26,Organic Search
799,773,,2025-04-26,Google Ads
800,783,12,2025-04-27,Organic Search
801,705,16,2025-04-27,Email
802,323,17,2025-04-27,Email
803,400,7,2025-04-27,Affiliate
804,497,,2025-04-27,Email
805,381,12,2025-04-27,Email
806,733,7,2025-04-27,Email
807,845,25,2025-04-27,Referral
808,600,,2025-04-27,Affiliate
809,529,10,2025-04-27,Referral
810,571,8,2025-04-27,Affiliate
811,458,18,2025-04-27,Google Ads
812,588,12,2025-04-28,Email
813,356,6,2025-04-28,Meta Ads
814,504,25,2025-04-28,Google Ads
815,284,7,2025-04-28,Organic Search
816,782,16,2025-04-28,Email
817,258,20,2025-04-28,Email
818,814,,2025-04-29,Organic Search
819,142,10,2025-04-29,Meta Ads
820,462,,2025-04-29,Meta Ads
821,204,19,2025-04-29,Referral
822,829,,2025-04-30,Organic Search
823,402,7,2025-04-30,Referral
824,36,,2025-04-30,Google Ads
825,846,,2025-04-30,Referral
826,51,13,2025-04-30,Referral
827,558,24,2025-04-30,Google Ads
828,366,16,2025-04-30,Email
829,456,23,2025-04-30,Referral
830,128,,2025-04-30,Meta Ads
831,540,,2025-04-30,Referral
832,618,13,2025-04-30,Email
833,838,20,2025-04-30,Organic Search
834,149,21,2025-05-01,Email
835,396,,2025-05-01,Affiliate
836,508,13,2025-05-01,Email
837,422,16,2025-05-01,Meta Ads
838,799,13,2025-05-01,Affiliate
839,765,14,2025-05-01,Google Ads
840,534,,2025-05-01,Meta Ads
841,508,13,2025-05-01,Google Ads
842,643,10,2025-05-01,Organic Search
843,15,,2025-05-01,Email
844,76,25,2025-05-02,Google Ads
845,837,14,2025-05-02,Meta Ads
846,306,,2025-05-02,Meta Ads
847,225,14,2025-05-02,Referral
848,569,20,2025-05-02,Organic Search
849,658,20,2025-05-02,Affiliate
850,397,,2025-05-02,Email
851,431,14,2025-05-03,Google Ads
852,470,7,2025-05-03,Email
853,519,22,2025-05-03,Meta Ads
854,799,,2025-05-03,Email
855,487,,2025-05-03,Email
856,410,,2025-05-03,Referral
857,752,,2025-05-03,Affiliate
858,525,16,2025-05-03,Organic Search
859,638,7,2025-05-04,Affiliate
860,217,14,2025-05-04,Meta Ads
861,277,7,2025-05-04,Referral
862,297,7,2025-05-05,Referral
863,264,,2025-05-05,Referral
864,265,,2025-05-05,Referral
865,408,22,2025-05-05,Google Ads
866,854,16,2025-05-05,Email
867,273,16,2025-05-05,Organic Search
868,513,,2025-05-05,Affiliate
869,353,,2025-05-06,Referral
870,753,16,2025-05-06,Organic Search
871,74,,2025-05-06,Referral
872,253,20,2025-05-06,Referral
873,698,14,2025-05-06,Google Ads
874,506,7,2025-05-06,Organic Search
875,614,9,2025-05-06,Referral
876,50,20,2025-05-06,Referral
877,67,,2025-05-06,Affiliate
878,803,,2025-05-06,Organic Search
879,269,9,2025-05-07,Affiliate
880,240,23,2025-05-07,Email
881,205,,2025-05-07,Google Ads
882,570,,2025-05-07,Google Ads
883,596,23,2025-05-07,Organic Search
884,612,,2025-05-07,Organic Search
885,366,16,2025-05-07,Meta Ads
886,761,,2025-05-07,Google Ads
887,382,17,2025-05-08,Meta Ads
888,705,16,2025-05-08,Organic Search
889,202,8,2025-05-08,Google Ads
890,404,24,2025-05-08,Email
891,757,20,2025-05-08,Referral
892,228,25,2025-05-08,Google Ads
893,25,7,2025-05-08,Google Ads
894,455,6,2025-05-08,Affiliate
895,361,,2025-05-09,Referral
896,278,,2025-05-09,Meta Ads
897,828,20,2025-05-09,Organic Search
898,169,,2025-05-09,Affiliate
899,210,,2025-05-09,Meta Ads
900,689,25,2025-05-09,Affiliate
901,541,16,2025-05-09,Email
902,573,,2025-05-09,Email
903,687,14,2025-05-10,Email
904,733,7,2025-05-10,Meta Ads
905,625,,2025-05-10,Organic Search
906,246,14,2025-05-11,Organic Search
907,381,11,2025-05-11,Google Ads
908,422,16,2025-05-11,Email
909,765,14,2025-05-11,Email
910,591,,2025-05-11,Affiliate
911,60,,2025-05-11,Meta Ads
912,217,,2025-05-11,Google Ads
913,746,16,2025-05-11,Google Ads
914,348,7,2025-05-11,Organic Search
915,670,,2025-05-11,Affiliate
916,144,7,2025-05-11,Google Ads
917,52,22,2025-05-12,Organic Search
918,261,10,2025-05-12,Meta Ads
919,314,24,2025-05-12,Affiliate
920,437,,2025-05-12,Organic Search
921,763,10,2025-05-12,Organic Search
922,324,,2025-05-12,Affiliate
923,236,,2025-05-12,Referral
924,299,14,2025-05-12,Organic Search
925,179,,2025-05-13,Organic Search
926,510,12,2025-05-13,Email
927,344,20,2025-05-13,Affiliate
928,467,,2025-05-13,Meta Ads
929,116,9,2025-05-13,Email
930,408,22,2025-05-13,Organic Search
931,223,,2025-05-14,Email
932,177,20,2025-05-14,Affiliate
933,441,16,2025-05-14,Google Ads
934,727,14,2025-05-14,Organic Search
935,827,,2025-05-14,Google Ads
936,692,,2025-05-15,Affiliate
937,753,16,2025-05-15,Google Ads
938,85,16,2025-05-15,Affiliate
939,779,,2025-05-15,Email
940,376,7,2025-05-15,Meta Ads
941,366,16,2025-05-15,Affiliate
942,119,16,2025-05-15,Google Ads
943,313,24,2025-05-15,Referral
944,175,20,2025-05-15,Email
945,585,14,2025-05-15,Email
946,842,20,2025-05-15,Email
947,799,13,2025-05-16,Email
948,250,20,2025-05-16,Meta Ads
949,25,7,2025-05-16,Email
950,342,17,2025-05-16,Google Ads
951,28,23,2025-05-16,Referral
952,743,7,2025-05-16,Meta Ads
953,316,16,2025-05-16,Affiliate
954,761,,2025-05-16,Organic Search
955,384,22,2025-05-16,Affiliate
956,33,,2025-05-16,Affiliate
957,123,,2025-05-16,Meta Ads
958,418,,2025-05-17,Referral
959,29,24,2025-05-17,Referral
960,713,22,2025-05-17,Affiliate
961,474,,2025-05-17,Google Ads
962,379,,2025-05-17,Meta Ads
963,163,24,2025-05-17,Email
964,721,8,2025-05-17,Affiliate
965,388,,2025-05-17,Google Ads
966,445,20,2025-05-17,Meta Ads
967,491,14,2025-05-18,Affiliate
968,784,,2025-05-18,Affiliate
969,489,,2025-05-18,Meta Ads
970,615,17,2025-05-18,Affiliate
971,316,16,2025-05-18,Affiliate
972,719,,2025-05-18,Email
973,595,6,2025-05-18,Google Ads
974,78,6,2025-05-18,Email
975,42,,2025-05-19,Meta Ads
976,119,16,2025-05-19,Meta Ads
977,606,,2025-05-19,Affiliate
978,764,13,2025-05-19,Organic Search
979,359,,2025-05-19,Affiliate
980,799,13,2025-05-20,Referral
981,714,,2025-05-20,Google Ads
982,572,,2025-05-20,Organic Search
983,395,20,2025-05-20,Affiliate
984,506,7,2025-05-20,Organic Search
985,38,,2025-05-20,Meta Ads
986,498,,2025-05-20,Meta Ads
987,523,16,2025-05-21,Email
988,309,22,2025-05-21,Meta Ads
989,841,13,2025-05-21,Referral
990,711,10,2025-05-21,Email
991,772,,2025-05-21,Referral
992,533,,2025-05-21,Affiliate
993,726,19,2025-05-21,Email
994,591,,2025-05-21,Referral
995,810,9,2025-05-21,Meta Ads
996,726,18,2025-05-21,Google Ads
997,804,14,2025-05-21,Organic Search
998,428,18,2025-05-22,Email
999,365,8,2025-05-22,Referral
1000,725,25,2025-05-22,Meta Ads
1001,486,16,2025-05-22,Google Ads
1002,474,,2025-05-22,Organic Search
1003,41,9,2025-05-22,Organic Search
1004,838,,2025-05-22,Organic Search
1005,599,,2025-05-22,Email
1006,624,,2025-05-23,Google Ads
1007,550,16,2025-05-23,Affiliate
1008,129,13,2025-05-23,Meta Ads
1009,81,17,2025-05-23,Email
1010,680,19,2025-05-23,Google Ads
1011,502,,2025-05-23,Referral
1012,5,24,2025-05-24,Referral
1013,442,,2025-05-24,Meta Ads
1014,351,,2025-05-24,Email
1015,135,15,2025-05-24,Affiliate
1016,836,14,2025-05-25,Email
1017,606,,2025-05-25,Affiliate
1018,609,8,2025-05-25,Referral
1019,223,,2025-05-25,Google Ads
1020,286,16,2025-05-25,Email
1021,358,8,2025-05-25,Meta Ads
1022,684,,2025-05-25,Affiliate
1023,617,20,2025-05-25,Google Ads
1024,392,24,2025-05-25,Affiliate
1025,169,,2025-05-25,Google Ads
1026,640,8,2025-05-25,Referral
1027,702,25,2025-05-26,Organic Search
1028,830,,2025-05-26,Referral
1029,168,23,2025-05-26,Meta Ads
1030,535,,2025-05-26,Meta Ads
1031,725,25,2025-05-26,Google Ads
1032,131,,2025-05-26,Google Ads
1033,37,13,2025-05-26,Referral
1034,377,,2025-05-26,Meta Ads
1035,181,24,2025-05-26,Meta Ads
1036,505,22,2025-05-26,Google Ads
1037,718,22,2025-05-27,Organic Search
1038,732,,2025-05-27,Organic Search
1039,265,20,2025-05-27,Email
1040,801,,2025-05-27,Organic Search
1041,654,13,2025-05-27,Referral
1042,859,8,2025-05-27,Organic Search
1043,184,16,2025-05-27,Affiliate
1044,508,13,2025-05-27,Google Ads
1045,819,16,2025-05-27,Organic Search
1046,583,,2025-05-27,Meta Ads
1047,153,,2025-05-27,Affiliate
1048,554,,2025-05-28,Meta Ads
1049,626,,2025-05-28,Affiliate
1050,546,17,2025-05-28,Meta Ads
1051,580,16,2025-05-28,Affiliate
1052,33,20,2025-05-28,Referral
1053,600,,2025-05-28,Affiliate
1054,541,16,2025-05-28,Organic Search
1055,689,21,2025-05-28,Google Ads
1056,582,13,2025-05-28,Affiliate
1057,448,16,2025-05-29,Email
1058,390,20,2025-05-29,Email
1059,290,13,2025-05-29,Organic Search
1060,807,22,2025-05-29,Organic Search
1061,672,,2025-05-29,Email
1062,122,7,2025-05-29,Google Ads
1063,602,24,2025-05-29,Google Ads
1064,55,,2025-05-30,Affiliate
1065,640,10,2025-05-30,Affiliate
1066,682,14,2025-05-30,Referral
1067,364,8,2025-05-31,Google Ads
1068,787,14,2025-05-31,Affiliate
1069,38,,2025-05-31,Affiliate
1070,637,,2025-05-31,Google Ads
1071,593,23,2025-05-31,Affiliate
1072,239,21,2025-05-31,Referral
1073,494,7,2025-05-31,Referral
1074,660,,2025-06-01,Google Ads
1075,462,,2025-06-01,Email
1076,805,7,2025-06-01,Organic Search
1077,208,25,2025-06-01,Email
1078,100,,2025-06-01,Affiliate
1079,206,,2025-06-01,Organic Search
1080,723,,2025-06-01,Email
1081,442,,2025-06-01,Google Ads
1082,825,22,2025-06-01,Google Ads
1083,788,,2025-06-01,Affiliate
1084,273,16,2025-06-02,Referral
1085,499,13,2025-06-02,Google Ads
1086,285,9,2025-06-02,Organic Search
1087,823,12,2025-06-02,Affiliate
1088,601,14,2025-06-02,Organic Search
1089,276,,2025-06-02,Affiliate
1090,282,,2025-06-02,Organic Search
1091,237,14,2025-06-03,Affiliate
1092,619,9,2025-06-03,Google Ads
1093,210,,2025-06-03,Referral
1094,443,,2025-06-04,Affiliate
1095,633,23,2025-06-04,Organic Search
1096,1,21,2025-06-04,Affiliate
1097,397,,2025-06-04,Organic Search
1098,274,,2025-06-04,Referral
1099,174,,2025-06-04,Meta Ads
1100,854,16,2025-06-04,Referral
1101,798,16,2025-06-05,Google Ads
1102,236,,2025-06-05,Organic Search
1103,211,7,2025-06-05,Affiliate
1104,716,13,2025-06-05,Email
1105,817,,2025-06-05,Google Ads
1106,646,10,2025-06-05,Meta Ads
1107,52,22,2025-06-05,Email
1108,698,14,2025-06-05,Meta Ads
1109,779,,2025-06-06,Referral
1110,215,20,2025-06-06,Affiliate
1111,778,17,2025-06-06,Email
1112,247,,2025-06-06,Email
1113,101,14,2025-06-06,Meta Ads
1114,486,16,2025-06-06,Email
1115,481,,2025-06-07,Meta Ads
1116,694,7,2025-06-07,Email
1117,521,7,2025-06-07,Email
1118,160,,2025-06-07,Affiliate
1119,587,10,2025-06-07,Affiliate
1120,779,,2025-06-07,Affiliate
1121,597,,2025-06-07,Referral
1122,432,8,2025-06-08,Affiliate
1123,61,,2025-06-08,Email
1124,117,24,2025-06-08,Email
1125,372,16,2025-06-08,Email
1126,25,7,2025-06-08,Meta Ads
1127,254,21,2025-06-09,Email
1128,160,,2025-06-09,Referral
1129,262,,2025-06-09,Meta Ads
1130,473,9,2025-06-09,Affiliate
1131,308,,2025-06-10,Affiliate
1132,455,6,2025-06-10,Google Ads
1133,731,,2025-06-10,Google Ads
1134,461,,2025-06-10,Email
1135,82,8,2025-06-10,Organic Search
1136,801,,2025-06-11,Affiliate
1137,507,,2025-06-11,Email
1138,79,14,2025-06-11,Google Ads
1139,727,14,2025-06-12,Affiliate
1140,78,9,2025-06-12,Referral
1141,469,,2025-06-12,Affiliate
1142,642,16,2025-06-12,Google Ads
1143,793,15,2025-06-12,Google Ads
1144,413,,2025-06-13,Google Ads
1145,55,,2025-06-13,Referral
1146,277,,2025-06-13,Organic Search
1147,395,20,2025-06-13,Affiliate
1148,832,9,2025-06-13,Meta Ads
1149,38,,2025-06-13,Affiliate
1150,7,,2025-06-13,Google Ads
1151,328,12,2025-06-14,Organic Search
1152,214,22,2025-06-14,Email
1153,483,11,2025-06-14,Affiliate
1154,96,13,2025-06-14,Organic Search
1155,705,16,2025-06-14,Affiliate
1156,423,,2025-06-14,Google Ads
1157,585,14,2025-06-15,Affiliate
1158,618,,2025-06-15,Meta Ads
1159,390,20,2025-06-15,Meta Ads
1160,40,7,2025-06-15,Organic Search
1161,419,,2025-06-16,Meta Ads
1162,41,,2025-06-16,Google Ads
1163,600,,2025-06-16,Affiliate
1164,341,10,2025-06-16,Email
1165,647,13,2025-06-17,Organic Search
1166,619,9,2025-06-17,Email
1167,509,,2025-06-17,Affiliate
1168,3,,2025-06-17,Affiliate
1169,54,,2025-06-17,Email
1170,354,8,2025-06-17,Referral
1171,843,20,2025-06-18,Email
1172,684,,2025-06-18,Organic Search
1173,87,15,2025-06-18,Email
1174,173,6,2025-06-18,Google Ads
1175,514,25,2025-06-18,Google Ads
1176,363,,2025-06-18,Affiliate
1177,754,24,2025-06-18,Google Ads
1178,192,10,2025-06-18,Email
1179,40,7,2025-06-18,Referral
1180,86,21,2025-06-19,Organic Search
1181,701,,2025-06-19,Affiliate
1182,677,6,2025-06-19,Google Ads
1183,57,,2025-06-19,Organic Search
1184,53,,2025-06-19,Referral
1185,449,,2025-06-19,Meta Ads
1186,847,,2025-06-19,Affiliate
1187,831,14,2025-06-19,Referral
1188,661,9,2025-06-20,Email
1189,664,6,2025-06-20,Affiliate
1190,736,13,2025-06-20,Referral
1191,722,8,2025-06-20,Google Ads
1192,367,10,2025-06-21,Google Ads
1193,630,14,2025-06-21,Email
1194,404,22,2025-06-21,Meta Ads
1195,360,17,2025-06-21,Referral
1196,373,13,2025-06-21,Affiliate
1197,89,,2025-06-21,Meta Ads
1198,18,19,2025-06-21,Referral
1199,49,,2025-06-21,Affiliate
1200,776,7,2025-06-21,Affiliate
1201,795,22,2025-06-21,Organic Search
1202,688,18,2025-06-21,Google Ads
1203,191,,2025-06-22,Organic Search
1204,65,10,2025-06-22,Organic Search
1205,67,,2025-06-22,Referral
1206,235,,2025-06-22,Meta Ads
1207,535,,2025-06-22,Referral
1208,423,,2025-06-22,Organic Search
1209,414,,2025-06-22,Organic Search
1210,356,,2025-06-22,Referral
1211,57,,2025-06-22,Referral
1212,230,16,2025-06-23,Organic Search
1213,147,16,2025-06-23,Google Ads
1214,845,21,2025-06-23,Email
1215,400,7,2025-06-23,Affiliate
1216,756,25,2025-06-23,Google Ads
1217,542,20,2025-06-23,Referral
1218,208,23,2025-06-23,Affiliate
1219,834,11,2025-06-24,Affiliate
1220,92,6,2025-06-24,Google Ads
1221,720,,2025-06-24,Affiliate
1222,340,13,2025-06-24,Email
1223,755,,2025-06-24,Referral
1224,507,18,2025-06-24,Google Ads
1225,645,17,2025-06-24,Meta Ads
1226,370,19,2025-06-24,Google Ads
1227,746,16,2025-06-24,Email
1228,861,13,2025-06-24,Affiliate
1229,142,10,2025-06-25,Organic Search
1230,161,25,2025-06-25,Affiliate
1231,102,14,2025-06-25,Email
1232,434,13,2025-06-25,Email
1233,233,16,2025-06-25,Organic Search
1234,678,10,2025-06-25,Referral
1235,653,8,2025-06-25,Affiliate
1236,59,,2025-06-25,Affiliate
1237,276,,2025-06-25,Meta Ads
1238,34,,2025-06-25,Google Ads
1239,603,14,2025-06-26,Email
1240,688,,2025-06-26,Google Ads
1241,33,,2025-06-26,Google Ads
1242,695,16,2025-06-26,Referral
1243,401,23,2025-06-26,Organic Search
1244,471,8,2025-06-26,Affiliate
1245,661,,2025-06-26,Google Ads
1246,498,14,2025-06-26,Google Ads
1247,333,24,2025-06-27,Email
1248,770,10,2025-06-27,Organic Search
1249,557,14,2025-06-27,Google Ads
1250,519,24,2025-06-27,Meta Ads
1251,857,,2025-06-27,Meta Ads
1252,382,,2025-06-28,Email
1253,513,,2025-06-28,Meta Ads
1254,722,8,2025-06-28,Google Ads
1255,379,,2025-06-28,Meta Ads
1256,388,7,2025-06-28,Organic Search
1257,219,10,2025-06-28,Organic Search
1258,331,22,2025-06-28,Referral
1259,836,14,2025-06-28,Google Ads
1260,109,22,2025-06-29,Referral
1261,379,,2025-06-29,Referral
1262,456,21,2025-06-29,Organic Search
1263,610,10,2025-06-29,Affiliate
1264,859,8,2025-06-29,Organic Search
1265,452,,2025-06-29,Referral
1266,819,16,2025-06-30,Meta Ads
1267,333,22,2025-06-30,Email
1268,17,12,2025-06-30,Referral
1269,280,14,2025-06-30,Meta Ads
1270,584,23,2025-06-30,Organic Search
1271,162,,2025-06-30,Affiliate
1272,831,,2025-06-30,Google Ads
1273,756,23,2025-07-01,Google Ads
1274,245,24,2025-07-01,Google Ads
1275,287,,2025-07-01,Affiliate
1276,384,22,2025-07-01,Affiliate
1277,535,,2025-07-01,Google Ads
1278,444,,2025-07-01,Referral
1279,359,,2025-07-01,Affiliate
1280,398,,2025-07-01,Referral
1281,693,7,2025-07-01,Referral
1282,490,16,2025-07-02,Email
1283,637,,2025-07-02,Organic Search
1284,735,7,2025-07-02,Google Ads
1285,145,7,2025-07-02,Email
1286,633,25,2025-07-02,Email
1287,393,,2025-07-03,Affiliate
1288,846,,2025-07-03,Meta Ads
1289,690,7,2025-07-03,Affiliate
1290,117,22,2025-07-03,Referral
1291,123,,2025-07-03,Affiliate
1292,166,,2025-07-03,Organic Search
1293,554,,2025-07-03,Meta Ads
1294,114,,2025-07-04,Google Ads
1295,832,6,2025-07-04,Referral
1296,582,13,2025-07-04,Referral
1297,551,,2025-07-04,Affiliate
1298,417,20,2025-07-04,Referral
1299,595,6,2025-07-04,Referral
1300,573,7,2025-07-04,Meta Ads
1301,249,,2025-07-04,Meta Ads
1302,666,10,2025-07-04,Organic Search
1303,816,20,2025-07-04,Meta Ads
1304,571,10,2025-07-04,Google Ads
1305,187,13,2025-07-04,Organic Search
1306,810,6,2025-07-05,Google Ads
1307,410,,2025-07-05,Referral
1308,713,24,2025-07-05,Email
1309,136,,2025-07-05,Referral
1310,432,,2025-07-05,Meta Ads
1311,349,7,2025-07-05,Referral
1312,703,7,2025-07-05,Email
1313,830,,2025-07-05,Organic Search
1314,501,12,2025-07-05,Affiliate
1315,764,13,2025-07-06,Affiliate
1316,384,,2025-07-06,Google Ads
1317,397,,2025-07-06,Meta Ads
1318,846,,2025-07-06,Affiliate
1319,375,8,2025-07-06,Google Ads
1320,272,,2025-07-06,Affiliate
1321,509,,2025-07-06,Google Ads
1322,434,,2025-07-06,Email
1323,742,,2025-07-06,Email
1324,444,,2025-07-06,Google Ads
1325,483,15,2025-07-06,Referral
1326,217,,2025-07-06,Google Ads
1327,45,22,2025-07-06,Organic Search
1328,400,7,2025-07-06,Organic Search
1329,784,,2025-07-07,Organic Search
1330,675,21,2025-07-07,Referral
1331,457,14,2025-07-07,Google Ads
1332,44,16,2025-07-07,Referral
1333,858,,2025-07-08,Referral
1334,138,,2025-07-08,Referral
1335,692,16,2025-07-08,Referral
1336,784,16,2025-07-08,Meta Ads
1337,579,17,2025-07-08,Referral
1338,524,14,2025-07-08,Organic Search
1339,376,7,2025-07-08,Google Ads
1340,207,9,2025-07-08,Meta Ads
1341,388,7,2025-07-08,Organic Search
1342,346,7,2025-07-08,Affiliate
1343,303,,2025-07-08,Meta Ads
1344,384,24,2025-07-09,Email
1345,481,20,2025-07-09,Google Ads
1346,675,,2025-07-09,Google Ads
1347,211,7,2025-07-09,Meta Ads
1348,811,,2025-07-09,Meta Ads
1349,494,7,2025-07-09,Email
1350,140,14,2025-07-09,Referral
1351,110,16,2025-07-09,Referral
1352,633,,2025-07-09,Affiliate
1353,166,6,2025-07-10,Meta Ads
1354,232,,2025-07-10,Google Ads
1355,694,7,2025-07-10,Organic Search
1356,391,,2025-07-10,Affiliate
1357,522,,2025-07-10,Organic Search
1358,416,,2025-07-10,Referral
1359,289,17,2025-07-10,Organic Search
1360,202,10,2025-07-10,Affiliate
1361,799,13,2025-07-10,Referral
1362,371,22,2025-07-11,Email
1363,161,21,2025-07-11,Organic Search
1364,276,,2025-07-11,Email
1365,779,,2025-07-11,Email
1366,156,25,2025-07-11,Affiliate
1367,274,,2025-07-11,Google Ads
1368,854,,2025-07-11,Affiliate
1369,843,20,2025-07-11,Email
1370,352,18,2025-07-11,Email
1371,233,16,2025-07-11,Meta Ads
1372,213,,2025-07-12,Referral
1373,250,20,2025-07-12,Email
1374,3,,2025-07-12,Email
1375,798,16,2025-07-12,Meta Ads
1376,575,9,2025-07-12,Email
1377,554,,2025-07-13,Meta Ads
1378,724,,2025-07-13,Google Ads
1379,441,16,2025-07-13,Affiliate
1380,657,,2025-07-13,Affiliate
1381,503,,2025-07-13,Meta Ads
1382,515,10,2025-07-13,Email
1383,363,19,2025-07-13,Email
1384,816,20,2025-07-13,Organic Search
1385,829,,2025-07-13,Email
1386,547,,2025-07-13,Email
1387,671,6,2025-07-13,Referral
1388,412,18,2025-07-14,Google Ads
1389,18,17,2025-07-14,Google Ads
1390,311,,2025-07-14,Email
1391,619,6,2025-07-14,Email
1392,305,,2025-07-14,Organic Search
1393,457,14,2025-07-15,Affiliate
1394,608,,2025-07-15,Referral
1395,593,25,2025-07-15,Organic Search
1396,602,22,2025-07-15,Meta Ads
1397,287,,2025-07-15,Referral
1398,216,,2025-07-15,Organic Search
1399,400,7,2025-07-15,Affiliate
1400,343,,2025-07-16,Meta Ads
1401,303,7,2025-07-16,Email
1402,614,6,2025-07-16,Email
1403,8,25,2025-07-16,Organic Search
1404,224,,2025-07-16,Referral
1405,286,16,2025-07-16,Google Ads
1406,453,10,2025-07-16,Google Ads
1407,756,25,2025-07-17,Email
1408,39,13,2025-07-17,Email
1409,772,,2025-07-17,Referral
1410,159,,2025-07-17,Meta Ads
1411,562,6,2025-07-17,Affiliate
1412,782,16,2025-07-18,Google Ads
1413,46,,2025-07-18,Organic Search
1414,390,20,2025-07-18,Email
1415,624,,2025-07-18,Email
1416,208,25,2025-07-18,Referral
1417,657,,2025-07-18,Affiliate
1418,575,9,2025-07-19,Organic Search
1419,455,9,2025-07-19,Affiliate
1420,294,12,2025-07-19,Affiliate
1421,238,20,2025-07-19,Referral
1422,752,,2025-07-19,Google Ads
1423,470,7,2025-07-20,Google Ads
1424,573,7,2025-07-20,Google Ads
1425,283,12,2025-07-20,Referral
1426,776,7,2025-07-20,Email
1427,393,,2025-07-20,Meta Ads
1428,796,,2025-07-20,Email
1429,199,18,2025-07-20,Organic Search
1430,548,,2025-07-20,Referral
1431,716,13,2025-07-20,Affiliate
1432,214,,2025-07-21,Meta Ads
1433,639,18,2025-07-21,Meta Ads
1434,468,,2025-07-21,Google Ads
1435,533,,2025-07-21,Referral
1436,762,12,2025-07-21,Organic Search
1437,191,9,2025-07-21,Organic Search
1438,176,20,2025-07-21,Affiliate
1439,851,24,2025-07-21,Organic Search
1440,553,,2025-07-21,Affiliate
1441,112,,2025-07-21,Meta Ads
1442,523,16,2025-07-21,Meta Ads
1443,158,,2025-07-21,Email
1444,747,16,2025-07-21,Organic Search
1445,467,,2025-07-22,Google Ads
1446,326,16,2025-07-22,Affiliate
1447,52,22,2025-07-22,Affiliate
1448,166,9,2025-07-22,Referral
1449,311,,2025-07-22,Meta Ads
1450,281,7,2025-07-22,Google Ads
1451,180,14,2025-07-22,Organic Search
1452,785,,2025-07-22,Google Ads
1453,834,11,2025-07-22,Meta Ads
1454,521,7,2025-07-22,Meta Ads
1455,128,,2025-07-22,Email
1456,668,,2025-07-23,Organic Search
1457,69,14,2025-07-23,Affiliate
1458,715,14,2025-07-23,Referral
1459,44,16,2025-07-23,Organic Search
1460,227,14,2025-07-23,Google Ads
1461,617,,2025-07-23,Google Ads
1462,710,25,2025-07-23,Organic Search
1463,308,,2025-07-23,Google Ads
1464,149,23,2025-07-23,Email
1465,220,14,2025-07-24,Organic Search
1466,591,,2025-07-24,Email
1467,97,,2025-07-24,Meta Ads
1468,81,18,2025-07-24,Google Ads
1469,399,18,2025-07-24,Affiliate
1470,786,,2025-07-25,Email
1471,97,,2025-07-25,Referral
1472,1,25,2025-07-25,Google Ads
1473,595,6,2025-07-25,Email
1474,35,,2025-07-25,Email
1475,735,7,2025-07-25,Referral
1476,839,,2025-07-26,Affiliate
1477,70,6,2025-07-26,Meta Ads
1478,657,,2025-07-26,Google Ads
1479,772,,2025-07-26,Google Ads
1480,84,19,2025-07-26,Email
1481,342,18,2025-07-26,Organic Search
1482,37,13,2025-07-26,Meta Ads
1483,26,,2025-07-27,Email
1484,188,,2025-07-27,Meta Ads
1485,696,20,2025-07-27,Meta Ads
1486,24,6,2025-07-27,Organic Search
1487,809,13,2025-07-27,Email
1488,486,16,2025-07-27,Affiliate
1489,620,7,2025-07-28,Meta Ads
1490,380,,2025-07-28,Meta Ads
1491,470,7,2025-07-28,Organic Search
1492,479,,2025-07-28,Referral
1493,603,,2025-07-28,Meta Ads
1494,382,19,2025-07-28,Referral
1495,588,15,2025-07-28,Google Ads
1496,792,,2025-07-28,Referral
1497,621,13,2025-07-28,Referral
1498,442,,2025-07-29,Google Ads
1499,69,14,2025-07-29,Organic Search
1500,386,16,2025-07-29,Email
1501,635,10,2025-07-29,Referral
1502,604,,2025-07-29,Referral
1503,41,9,2025-07-30,Meta Ads
1504,298,8,2025-07-30,Google Ads
1505,711,10,2025-07-30,Organic Search
1506,402,,2025-07-30,Meta Ads
1507,710,21,2025-07-31,Email
1508,208,21,2025-07-31,Organic Search
1509,322,15,2025-08-01,Google Ads
1510,404,24,2025-08-01,Meta Ads
1511,209,20,2025-08-01,Google Ads
1512,542,20,2025-08-01,Organic Search
1513,168,23,2025-08-01,Meta Ads
1514,124,,2025-08-01,Organic Search
1515,769,,2025-08-01,Referral
1516,849,18,2025-08-02,Meta Ads
1517,355,14,2025-08-02,Email
1518,119,16,2025-08-02,Organic Search
1519,225,14,2025-08-02,Email
1520,569,20,2025-08-02,Email
1521,806,7,2025-08-02,Google Ads
1522,859,10,2025-08-02,Google Ads
1523,558,24,2025-08-02,Organic Search
1524,576,10,2025-08-02,Google Ads
1525,235,,2025-08-02,Organic Search
1526,508,13,2025-08-02,Referral
1527,370,19,2025-08-02,Referral
